"Class","FriendlyName","InstanceId","Problem","ConfigManagerErrorCode","ProblemDescription","Caption","Description","InstallDate","Name","Status","Availability","ConfigManagerUserConfig","CreationClassName","DeviceID","ErrorCleared","ErrorDescription","LastErrorCode","PNPDeviceID","PowerManagementCapabilities","PowerManagementSupported","StatusInfo","SystemCreationClassName","SystemName","ClassGuid","CompatibleID","HardwareID","Manufacturer","PNPClass","Present","Service","PSComputerName"
"Net","Microsoft Kernel Debug Network Adapter","ROOT\KDNIC\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Kernel Debug Network Adapter","Microsoft Kernel Debug Network Adapter",,"Microsoft Kernel Debug Network Adapter","OK",,"False","Win32_PnPEntity","ROOT\KDNIC\0000",,,,"ROOT\KDNIC\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","Net","True","kdnic",
"Computer","ASUSTeK COMPUTER INC. ROG Zephyrus G14 GA403UI_GA403UI","SWD\COMPUTER\MFG_ASUSTEK_COMPUTER_INC.&FAM_ROG_ZEPHYRUS_G14&PROD_ROG_ZEPHYRUS_G14_GA403UI_GA403UI","CM_PROB_NONE","CM_PROB_NONE",,"ASUSTeK COMPUTER INC. ROG Zephyrus G14 GA403UI_GA403UI","Computer Device",,"ASUSTeK COMPUTER INC. ROG Zephyrus G14 GA403UI_GA403UI","OK",,"False","Win32_PnPEntity","SWD\COMPUTER\MFG_ASUSTEK_COMPUTER_INC.&FAM_ROG_ZEPHYRUS_G14&PROD_ROG_ZEPHYRUS_G14_GA403UI_GA403UI",,,,"SWD\COMPUTER\MFG_ASUSTEK_COMPUTER_INC.&FAM_ROG_ZEPHYRUS_G14&PROD_ROG_ZEPHYRUS_G14_GA403UI_GA403UI",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e966-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Computer","True",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1",,,,"Win32_ComputerSystem","ROG-LUCCI","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT2","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT2",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT2",,,,"Win32_ComputerSystem","ROG-LUCCI","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT3","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT3",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT3",,,,"Win32_ComputerSystem","ROG-LUCCI","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT4","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT4",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT4",,,,"Win32_ComputerSystem","ROG-LUCCI","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT5","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT5",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT5",,,,"Win32_ComputerSystem","ROG-LUCCI","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"Firmware","PS883311 Peripheral Driver","ACPI\PS883311\1","CM_PROB_NONE","CM_PROB_NONE",,"PS883311 Peripheral Driver","PS883311 Peripheral Driver",,"PS883311 Peripheral Driver","OK",,"False","Win32_PnPEntity","ACPI\PS883311\1",,,,"ACPI\PS883311\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","Parade Technologies, Ltd.","Firmware","True","PRSpbDrv",
"HIDClass","USB Input Device","USB\VID_046D&PID_C53F&MI_02\7&D37D2AE&0&0002","CM_PROB_NONE","CM_PROB_NONE",,"USB Input Device","USB Input Device",,"USB Input Device","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C53F&MI_02\7&D37D2AE&0&0002",,,,"USB\VID_046D&PID_C53F&MI_02\7&D37D2AE&0&0002",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}","System.String[]","System.String[]","(Standard system devices)","HIDClass","True","HidUsb",
"SecurityDevices","AMD PSP 11.0 Device","PCI\VEN_1022&DEV_15C7&SUBSYS_15C71022&REV_00\4&98C338A&0&0241","CM_PROB_NONE","CM_PROB_NONE",,"AMD PSP 11.0 Device","AMD PSP 11.0 Device",,"AMD PSP 11.0 Device","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_15C7&SUBSYS_15C71022&REV_00\4&98C338A&0&0241",,,,"PCI\VEN_1022&DEV_15C7&SUBSYS_15C71022&REV_00\4&98C338A&0&0241",,,,"Win32_ComputerSystem","ROG-LUCCI","{d94ee5d8-d189-4994-83d2-f68d7d41b0e6}","System.String[]","System.String[]","Advanced Micro Devices Inc.","SecurityDevices","True","amdpsp",
"Firmware","PRHidDrv30 PS883318 Peripheral Driver","ACPI\PS883318\1","CM_PROB_NONE","CM_PROB_NONE",,"PRHidDrv30 PS883318 Peripheral Driver","PRHidDrv30 PS883318 Peripheral Driver",,"PRHidDrv30 PS883318 Peripheral Driver","OK",,"False","Win32_PnPEntity","ACPI\PS883318\1",,,,"ACPI\PS883318\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","Parade Technologies, Ltd.","Firmware","True","PRHidDrv",
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14F7&SUBSYS_00000000&REV_00\3&11583659&0&C7","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14F7&SUBSYS_00000000&REV_00\3&11583659&0&C7",,,,"PCI\VEN_1022&DEV_14F7&SUBSYS_00000000&REV_00\3&11583659&0&C7",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"SoftwareComponent","DolbyAPO Software Device (HSA)","SWD\DRIVERENUM\{25C1BC6B-97B1-465A-A9FF-A003EBFC2259}#DOLBYAPO_DAX3HSA_DOLBYACCESS&6&2F162A73&0","CM_PROB_NONE","CM_PROB_NONE",,"DolbyAPO Software Device (HSA)","DolbyAPO Software Device (HSA)",,"DolbyAPO Software Device (HSA)","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{25C1BC6B-97B1-465A-A9FF-A003EBFC2259}#DOLBYAPO_DAX3HSA_DOLBYACCESS&6&2F162A73&0",,,,"SWD\DRIVERENUM\{25C1BC6B-97B1-465A-A9FF-A003EBFC2259}#DOLBYAPO_DAX3HSA_DOLBYACCESS&6&2F162A73&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Dolby","SoftwareComponent","True",,
"System","ACPI Lid","ACPI\PNP0C0D\2&DABA3FF&0","CM_PROB_NONE","CM_PROB_NONE",,"ACPI Lid","ACPI Lid",,"ACPI Lid","OK",,"False","Win32_PnPEntity","ACPI\PNP0C0D\2&DABA3FF&0",,,,"ACPI\PNP0C0D\2&DABA3FF&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"Monitor","DisplayHDR","DISPLAY\SDC419C\5&111EBDFB&0&UID512","CM_PROB_NONE","CM_PROB_NONE",,"DisplayHDR","Generic PnP Monitor",,"DisplayHDR","OK",,"False","Win32_PnPEntity","DISPLAY\SDC419C\5&111EBDFB&0&UID512",,,,"DISPLAY\SDC419C\5&111EBDFB&0&UID512",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96e-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard monitor types)","Monitor","True","monitor",
"HIDClass","USB Input Device","USB\VID_046D&PID_C53F&MI_01\7&D37D2AE&0&0001","CM_PROB_NONE","CM_PROB_NONE",,"USB Input Device","USB Input Device",,"USB Input Device","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C53F&MI_01\7&D37D2AE&0&0001",,,,"USB\VID_046D&PID_C53F&MI_01\7&D37D2AE&0&0001",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}","System.String[]","System.String[]","(Standard system devices)","HIDClass","True","HidUsb",
"System","AMD DRTM Boot Driver","ACPI\DRTM0001\0","CM_PROB_NONE","CM_PROB_NONE",,"AMD DRTM Boot Driver","AMD DRTM Boot Driver",,"AMD DRTM Boot Driver","OK",,"False","Win32_PnPEntity","ACPI\DRTM0001\0",,,,"ACPI\DRTM0001\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Advanced Micro Devices, Inc","System","True",,
"Firmware","PS88331A Peripheral Driver","ACPI\PS88331A\1","CM_PROB_NONE","CM_PROB_NONE",,"PS88331A Peripheral Driver","PS88331A Peripheral Driver",,"PS88331A Peripheral Driver","OK",,"False","Win32_PnPEntity","ACPI\PS88331A\1",,,,"ACPI\PS88331A\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","Parade Technologies, Ltd.","Firmware","True","PRSpbDrv",
"SoftwareComponent","Realtek Asio Component","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKASIO&6&2F162A73&0","CM_PROB_NONE","CM_PROB_NONE",,"Realtek Asio Component","Realtek Asio Component",,"Realtek Asio Component","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKASIO&6&2F162A73&0",,,,"SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKASIO&6&2F162A73&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Realtek","SoftwareComponent","True",,
"Firmware","PS88331F Peripheral Driver","ACPI\PS88331F\1","CM_PROB_NONE","CM_PROB_NONE",,"PS88331F Peripheral Driver","PS88331F Peripheral Driver",,"PS88331F Peripheral Driver","OK",,"False","Win32_PnPEntity","ACPI\PS88331F\1",,,,"ACPI\PS88331F\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","Parade Technologies, Ltd.","Firmware","True","PRSpbDrv",
"AudioProcessingObject","Realtek Audio Effects Component","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKAPO&6&2F162A73&0","CM_PROB_NONE","CM_PROB_NONE",,"Realtek Audio Effects Component","Realtek Audio Effects Component",,"Realtek Audio Effects Component","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKAPO&6&2F162A73&0",,,,"SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKAPO&6&2F162A73&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5989fce8-9cd0-467d-8a6a-5419e31529d4}","System.String[]","System.String[]","Realtek","AudioProcessingObject","True",,
"HIDClass","USB Input Device","USB\VID_046D&PID_C53F&MI_00\7&D37D2AE&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"USB Input Device","USB Input Device",,"USB Input Device","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C53F&MI_00\7&D37D2AE&0&0000",,,,"USB\VID_046D&PID_C53F&MI_00\7&D37D2AE&0&0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}","System.String[]","System.String[]","(Standard system devices)","HIDClass","True","HidUsb",
"SoftwareComponent","AMD-UWP Version Control","SWD\DRIVERENUM\AMDUWP&5&111EBDFB&0","CM_PROB_NONE","CM_PROB_NONE",,"AMD-UWP Version Control","AMD-UWP Version Control",,"AMD-UWP Version Control","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\AMDUWP&5&111EBDFB&0",,,,"SWD\DRIVERENUM\AMDUWP&5&111EBDFB&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Advanced Micro Devices, Inc.","SoftwareComponent","True",,
"Net","Tailscale Tunnel","SWD\WINTUN\{37217669-42DA-4657-A55B-0D995D328250}","CM_PROB_NONE","CM_PROB_NONE",,"Tailscale Tunnel","Tailscale Tunnel",,"Tailscale Tunnel","OK",,"False","Win32_PnPEntity","SWD\WINTUN\{37217669-42DA-4657-A55B-0D995D328250}",,,,"SWD\WINTUN\{37217669-42DA-4657-A55B-0D995D328250}",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","WireGuard LLC","Net","True","wintun",
"HIDClass","Virtual HID Framework (VHF) HID device","VHF\HID_DEVICE_SYSTEM_VHF\4&2E67116A&0&{E81F046B-AC66-5CEB-A6AF-4CA8B1E12BFC}","CM_PROB_NONE","CM_PROB_NONE",,"Virtual HID Framework (VHF) HID device","Virtual HID Framework (VHF) HID device",,"Virtual HID Framework (VHF) HID device","OK",,"False","Win32_PnPEntity","VHF\HID_DEVICE_SYSTEM_VHF\4&2E67116A&0&{E81F046B-AC66-5CEB-A6AF-4CA8B1E12BFC}",,,,"VHF\HID_DEVICE_SYSTEM_VHF\4&2E67116A&0&{E81F046B-AC66-5CEB-A6AF-4CA8B1E12BFC}",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","Microsoft","HIDClass","True","mshidkmdf",
"Biometric","Facial Recognition (Windows Hello) Software Device","ROOT\WINDOWSHELLOFACESOFTWAREDRIVER\0000","CM_PROB_NONE","CM_PROB_NONE",,"Facial Recognition (Windows Hello) Software Device","Facial Recognition (Windows Hello) Software Device",,"Facial Recognition (Windows Hello) Software Device","OK",,"False","Win32_PnPEntity","ROOT\WINDOWSHELLOFACESOFTWAREDRIVER\0000",,,,"ROOT\WINDOWSHELLOFACESOFTWAREDRIVER\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{53d29ef7-377c-4d14-864b-eb3a85769359}",,"System.String[]","Microsoft","Biometric","True","WUDFRd",
"System","Microsoft Windows Management Interface for ACPI","ACPI\PNP0C14\0X00","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI",,"Microsoft Windows Management Interface for ACPI","OK",,"False","Win32_PnPEntity","ACPI\PNP0C14\0X00",,,,"ACPI\PNP0C14\0X00",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","WmiAcpi",
"HIDClass","USB Input Device","USB\VID_0B05&PID_19B6\6&4420B4E&0&4","CM_PROB_NONE","CM_PROB_NONE",,"USB Input Device","USB Input Device",,"USB Input Device","OK",,"False","Win32_PnPEntity","USB\VID_0B05&PID_19B6\6&4420B4E&0&4",,,,"USB\VID_0B05&PID_19B6\6&4420B4E&0&4",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}","System.String[]","System.String[]","(Standard system devices)","HIDClass","True","HidUsb",
"Display","NVIDIA GeForce RTX 4070 Laptop GPU","PCI\VEN_10DE&DEV_2860&SUBSYS_1B131043&REV_A1\4&29511AB7&0&0009","CM_PROB_NONE","CM_PROB_NONE",,"NVIDIA GeForce RTX 4070 Laptop GPU","NVIDIA GeForce RTX 4070 Laptop GPU",,"NVIDIA GeForce RTX 4070 Laptop GPU","OK",,"False","Win32_PnPEntity","PCI\VEN_10DE&DEV_2860&SUBSYS_1B131043&REV_A1\4&29511AB7&0&0009",,,,"PCI\VEN_10DE&DEV_2860&SUBSYS_1B131043&REV_A1\4&29511AB7&0&0009",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e968-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","NVIDIA","Display","True","nvlddmkm",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\0","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\0",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\1","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\1",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\2","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\2",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\2",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\3","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\3",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\3",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\4","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\4",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\4",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\5","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\5",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\5",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\6","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\6",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\6",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\7","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\7",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\7",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\8","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\8",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\8",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\9","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\9",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\9",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
